inst_id,inst_name,inst_url,databrary_url,n_auth_invest,daa,lat,lon
1707,"Queens College, CUNY",https://www.qc.cuny.edu/,https://nyu.databrary.org/party/1707,2,TRUE,40.7366437,-73.8200894
1711,Italian Hospital of Buenos Aires,https://www.hospitalitaliano.org.ar/,https://nyu.databrary.org/party/1711,1,TRUE,-34.6072209,-58.426277
1717,University of South Florida,https://www.usf.edu/,https://nyu.databrary.org/party/1717,4,TRUE,28.0587031,-82.4138539
1720,Aix-Marseille University,https://www.univ-amu.fr/en,https://nyu.databrary.org/party/1720,2,TRUE,43.2922073,5.3591227
1750,Omsk State Pedagogical University,http://www.omgpu.ru/en/,https://nyu.databrary.org/party/1750,1,TRUE,54.9900796,73.3576996
1760,University of Angers,http://www.univ-angers.fr/en/university.html,https://nyu.databrary.org/party/1760,1,TRUE,47.477091,-0.5499306
1773,San Francisco State University,http://www.sfsu.edu/,https://nyu.databrary.org/party/1773,2,TRUE,37.721897,-122.4782094
1774,Federal University of Rio Grande North,http://www.ufrgs.br/english/home,https://nyu.databrary.org/party/1774,1,TRUE,-5.8393707,-35.2007727
1776,St. John's University,https://www.stjohns.edu/,https://nyu.databrary.org/party/1776,4,TRUE,40.7215967,-73.7946899
1779,Connecticut College,https://www.conncoll.edu/,https://nyu.databrary.org/party/1779,1,TRUE,41.3786877,-72.1045869
1786,University of Lisbon,https://www.ulisboa.pt/,https://nyu.databrary.org/party/1786,2,TRUE,38.7526578,-9.158245
1787,"California State University, Stanislaus",https://www.csustan.edu/,https://nyu.databrary.org/party/1787,2,TRUE,37.525248,-120.8553931
1801,Humboldt University of Berlin,https://www.hu-berlin.de/en/,https://nyu.databrary.org/party/1801,1,TRUE,52.517883,13.3936551
1802,Albright College,https://www.albright.edu/,https://nyu.databrary.org/party/1802,2,TRUE,40.3615027,-75.910629
1816,Hangzhou Normal University,http://english.hznu.edu.cn/,https://nyu.databrary.org/party/1816,1,TRUE,30.289532,120.009886
1817,Leiden University,https://www.universiteitleiden.nl/en,https://nyu.databrary.org/party/1817,9,TRUE,52.1571485,4.485209
1833,Gustavus Adolphus College,https://gustavus.edu/,https://nyu.databrary.org/party/1833,1,TRUE,44.3221619,-93.9687771
1840,"California State University, Long Beach",http://www.csulb.edu/,https://nyu.databrary.org/party/1840,3,TRUE,33.7838235,-118.1140904
1852,Providence College,https://www.providence.edu/,https://nyu.databrary.org/party/1852,3,TRUE,41.8440925,-71.4381653
1853,University of Greifswald,https://www.uni-greifswald.de/en/,https://nyu.databrary.org/party/1853,2,TRUE,54.0949653,13.374584
1890,Free University of Berlin,https://www.fu-berlin.de/en/index.html,https://nyu.databrary.org/party/1890,2,TRUE,52.4543245,13.2934768
1893,Hong Kong University of Science and Technology,http://www.ust.hk/,https://nyu.databrary.org/party/1893,1,TRUE,22.3363998,114.2654655
1908,Old Dominion University,https://www.odu.edu/,https://nyu.databrary.org/party/1908,1,TRUE,36.8856104,-76.3067777
1923,University of Canterbury,http://www.canterbury.ac.nz/,https://nyu.databrary.org/party/1923,1,TRUE,-43.5235375,172.5839233
1932,University of Texas at Dallas,http://www.utdallas.edu/,https://nyu.databrary.org/party/1932,3,TRUE,32.9857619,-96.7500993
1938,University of Sussex,http://www.sussex.ac.uk/,https://nyu.databrary.org/party/1938,3,TRUE,50.8670895,-0.087914
1950,University of Verona,http://www.univr.it/jsp/index.jsp?lang=en,https://nyu.databrary.org/party/1950,1,TRUE,45.437398,11.003376
1955,University of Liverpool,https://www.liverpool.ac.uk/,https://nyu.databrary.org/party/1955,2,TRUE,53.405936,-2.9655722
1958,Laboratory of Cognitive and Psycholinguistic Sciences,http://www.lscp.net/index.php?lang=en,https://nyu.databrary.org/party/1958,2,TRUE,42.3398226,-71.1097814
1963,Tokyo Metropolitan University,http://www.tmu.ac.jp/english/index.html,https://nyu.databrary.org/party/1963,1,TRUE,35.617166,139.377033
1964,Florida State University,https://www.fsu.edu/,https://nyu.databrary.org/party/1964,3,TRUE,30.4418778,-84.2984889
1966,National University of Córdoba,https://www.unc.edu.ar/,https://nyu.databrary.org/party/1966,1,TRUE,-31.4354855,-64.1855702
1980,University of the Pacific,http://www.pacific.edu/,https://nyu.databrary.org/party/1980,1,TRUE,37.9808152,-121.3120225
1981,Lancaster University,http://www.lancaster.ac.uk/,https://nyu.databrary.org/party/1981,6,TRUE,54.0103942,-2.7877294
2093,National Scientific and Technical Research Council (CONICET),http://www.conicet.gov.ar/?lan=en,https://nyu.databrary.org/party/2093,3,TRUE,-34.5826428,-58.4290725
2113,Widener University,http://www.widener.edu/,https://nyu.databrary.org/party/2113,3,TRUE,39.8633562,-75.3566753
2114,"California State Polytechnic University, Pomona",http://www.cpp.edu/,https://nyu.databrary.org/party/2114,3,TRUE,34.0588862,-117.8193781
2123,University of Alberta,https://www.ualberta.ca/,https://nyu.databrary.org/party/2123,3,TRUE,53.5232189,-113.5263186
2127,International Congress on Infant Studies (ICIS),http://www.infantstudies.org/,https://nyu.databrary.org/party/2127,4,FALSE,NA,NA
2130,Max Planck Institute for Evolutionary Anthropology,http://www.eva.mpg.de/index.html,https://nyu.databrary.org/party/2130,1,TRUE,51.3211759,12.3950214
2162,Skidmore College,https://www.skidmore.edu/,https://nyu.databrary.org/party/2162,2,TRUE,43.0972759,-73.7841811
2166,Washington State University,https://wsu.edu/,https://nyu.databrary.org/party/2166,1,TRUE,46.7319225,-117.1542121
2167,University of Mons,http://portail.umons.ac.be/en2/Pages/default.aspx,https://nyu.databrary.org/party/2167,1,TRUE,50.4587714,3.9521652
2195,Clemson University,http://www.clemson.edu/,https://nyu.databrary.org/party/2195,1,TRUE,34.6760942,-82.8364148
2196,National Autonomous University of Mexico,https://www.unam.mx/,https://nyu.databrary.org/party/2196,1,TRUE,19.3188895,-99.1843676
2197,Stockholm University,http://www.su.se/english/,https://nyu.databrary.org/party/2197,1,TRUE,59.3627647,18.0592677
2199,University of Los Andes,https://uniandes.edu.co/,https://nyu.databrary.org/party/2199,1,TRUE,4.6014581,-74.0661334
2208,Concordia University,https://www.concordia.ca/,https://nyu.databrary.org/party/2208,3,TRUE,45.5701912,-122.6368874
2211,Duquesne University,https://www.duq.edu/,https://nyu.databrary.org/party/2211,1,TRUE,40.4372949,-79.9901728
2212,University of Tuebingen,http://www.uni-tuebingen.de/,https://nyu.databrary.org/party/2212,1,TRUE,48.5294782,9.043774
2215,University of the Incarnate Word,http://www.uiw.edu/,https://nyu.databrary.org/party/2215,1,TRUE,29.4675939,-98.4676217
2224,San Jose State University,http://www.sjsu.edu/,https://nyu.databrary.org/party/2224,3,TRUE,37.3351874,-121.8810715
2229,Boston Medical Center,https://www.bmc.org/,https://nyu.databrary.org/party/2229,1,TRUE,42.3355155,-71.0728543
2235,Niigata University,https://www.niigata-u.ac.jp/en/,https://nyu.databrary.org/party/2235,1,TRUE,37.86701,138.942539
2236,"University of California, Santa Barbara",https://www.ucsb.edu/,https://nyu.databrary.org/party/2236,2,TRUE,34.4139629,-119.848947
2255,University of Waterloo,https://uwaterloo.ca/,https://nyu.databrary.org/party/2255,6,TRUE,43.4722854,-80.5448576
2259,Franklin and Marshall College,https://www.fandm.edu/,https://nyu.databrary.org/party/2259,3,TRUE,40.0475258,-76.3179016
2267,Chatham University,https://www.chatham.edu/,https://nyu.databrary.org/party/2267,1,TRUE,40.4482193,-79.9242625
2272,Association Italian Teachers Method Feldenkrais (AIIMF),http://www.feldenkrais.it/,https://nyu.databrary.org/party/2272,1,TRUE,43.7677075,11.2757787
2273,Kutztown University of Pennsylvania,https://www.kutztown.edu/,https://nyu.databrary.org/party/2273,1,TRUE,40.5100878,-75.7834225
2275,Kobe University,http://www.kobe-u.ac.jp/en/,https://nyu.databrary.org/party/2275,1,TRUE,34.7256185,135.2353953
2276,University of Western Australia,https://www.uwa.edu.au/,https://nyu.databrary.org/party/2276,2,TRUE,-31.9800186,115.8189709
2282,"University of North Carolina, Chapel Hill",https://www.unc.edu/,https://nyu.databrary.org/party/2282,5,TRUE,35.9049122,-79.0469134
2287,University of Goettingen,http://www.uni-goettingen.de/en/1.html,https://nyu.databrary.org/party/2287,1,TRUE,51.5408116,9.9374005
2318,University of Quebec in Outaouais,https://uqo.ca/,https://nyu.databrary.org/party/2318,1,TRUE,45.422466,-75.7387016
2334,Oklahoma State University,https://go.okstate.edu/,https://nyu.databrary.org/party/2334,4,TRUE,36.1270236,-97.0737222
2352,"Institute of Psychology, Chinese Academy of Sciences",http://english.psych.cas.cn/,https://nyu.databrary.org/party/2352,2,TRUE,40.0020034,116.3731217
2371,University of New Hampshire,http://www.unh.edu/,https://nyu.databrary.org/party/2371,2,TRUE,43.138948,-70.9370252
2376,"University of California, Irvine",https://uci.edu/,https://nyu.databrary.org/party/2376,6,TRUE,33.6404952,-117.8442962
2395,Lynchburg College,https://www.lynchburg.edu/,https://nyu.databrary.org/party/2395,1,TRUE,37.4006,-79.183153
2398,Charité - University Medicine Berlin,https://www.charite.de/forschung/,https://nyu.databrary.org/party/2398,2,TRUE,52.5264618,13.3766245
2402,"University of Wisconsin, Oshkosh",http://www.uwosh.edu/,https://nyu.databrary.org/party/2402,0,TRUE,44.0262095,-88.5508156
2418,Children's Hospital of Philadelphia (CHOP),http://www.chop.edu/,https://nyu.databrary.org/party/2418,1,TRUE,39.9489145,-75.1939595
2451,University of Illinois at Urbana-Champaign,http://illinois.edu/,https://nyu.databrary.org/party/2451,8,TRUE,40.1019523,-88.2271615
2452,Cardiff University,https://www.cardiff.ac.uk/,https://nyu.databrary.org/party/2452,6,TRUE,51.4866271,-3.1788641
2477,"Brooklyn College, CUNY",http://www.brooklyn.cuny.edu/web/home.php,https://nyu.databrary.org/party/2477,2,TRUE,40.6304648,-73.952113
2478,Ulster University,https://www.ulster.ac.uk/,https://nyu.databrary.org/party/2478,3,TRUE,55.0064384,-7.3243644
2493,Carleton University,http://carleton.ca/,https://nyu.databrary.org/party/2493,1,TRUE,45.3875812,-75.6960202
2553,INSERM,http://english.inserm.fr/,https://nyu.databrary.org/party/2553,1,TRUE,45.740361,4.8931187
2555,Massachusetts Institute of Technology,NA,https://nyu.databrary.org/party/2555,0,FALSE,42.360091,-71.09416
2577,Trent University,https://www.trentu.ca/,https://nyu.databrary.org/party/2577,1,TRUE,44.3571304,-78.290363
2598,Wellesley College,http://www.wellesley.edu/,https://nyu.databrary.org/party/2598,2,TRUE,42.2935733,-71.3059277
2615,University of Florida,http://www.ufl.edu/,https://nyu.databrary.org/party/2615,4,TRUE,29.6436325,-82.3549302
2616,London South Bank University,https://www.lsbu.ac.uk/,https://nyu.databrary.org/party/2616,1,TRUE,51.498224,-0.1020862
2617,University of Paris Nanterre,https://university.parisnanterre.fr/,https://nyu.databrary.org/party/2617,2,TRUE,48.903399,2.211274
2634,Ulm University,http://www.uni-ulm.de/en/,https://nyu.databrary.org/party/2634,1,TRUE,48.4222305,9.955582
2639,Farmingdale State College,https://www.farmingdale.edu/,https://nyu.databrary.org/party/2639,1,TRUE,40.752182,-73.422446
2645,Michigan Technological University,https://www.mtu.edu/,https://nyu.databrary.org/party/2645,1,TRUE,47.1149065,-88.5453073
2650,"California State University, Fullerton",https://www.fullerton.edu/,https://nyu.databrary.org/party/2650,2,TRUE,33.8823476,-117.8851033
2673,Pontifical Catholic University of Chile,http://www.uc.cl/,https://nyu.databrary.org/party/2673,2,TRUE,-33.4418068,-70.6399544
2681,"California Polytechnic State University, San Luis Obispo",https://www.calpoly.edu/,https://nyu.databrary.org/party/2681,1,TRUE,35.3050053,-120.6624942
2683,University of South Dakota,http://www.usd.edu/,https://nyu.databrary.org/party/2683,1,TRUE,42.7883015,-96.9253381
2703,Virginia Military Institute,http://www.vmi.edu/,https://nyu.databrary.org/party/2703,1,TRUE,37.788981,-79.43946
2716,Humboldt State University,https://www.humboldt.edu/,https://nyu.databrary.org/party/2716,1,TRUE,40.8752748,-124.077821
2718,Catholic University of America,https://www.catholic.edu/index.html,https://nyu.databrary.org/party/2718,2,TRUE,38.9368811,-76.998692
2732,Marshall University,http://www.marshall.edu/home/index.html,https://nyu.databrary.org/party/2732,1,TRUE,38.4235332,-82.4263138
2748,Pomona College,https://www.pomona.edu/,https://nyu.databrary.org/party/2748,1,TRUE,34.097743,-117.711803
2751,"California State University, San Bernardino",https://www.csusb.edu/,https://nyu.databrary.org/party/2751,2,TRUE,34.1813584,-117.3231875
2753,"California State University, Sacramento",https://www.csus.edu/,https://nyu.databrary.org/party/2753,1,TRUE,38.5581553,-121.4214301
2754,Australian Catholic University,http://www.acu.edu.au/,https://nyu.databrary.org/party/2754,1,TRUE,-27.3778982,153.0893217
2766,University of Haifa,http://www.haifa.ac.il/index.php/en/home-eng,https://nyu.databrary.org/party/2766,3,TRUE,32.7614296,35.0195184
2777,University of Cambridge,https://www.cam.ac.uk/,https://nyu.databrary.org/party/2777,3,TRUE,52.2042666,0.1149085
2778,Catholic University of Portugal,http://www.porto.ucp.pt/,https://nyu.databrary.org/party/2778,1,TRUE,41.1541027,-8.6724797
2779,University of Lincoln,http://www.lincoln.ac.uk/home/,https://nyu.databrary.org/party/2779,2,TRUE,53.2279107,-0.5501933
2781,University of Ottawa,https://www.uottawa.ca/en,https://nyu.databrary.org/party/2781,1,TRUE,45.4231064,-75.6831329
2795,Edogawa University,http://www.edogawa-u.ac.jp/en/,https://nyu.databrary.org/party/2795,1,TRUE,35.8765371,139.9387393
2811,University of Algarve,http://www.ualg.pt/pt,https://nyu.databrary.org/party/2811,1,TRUE,37.0439713,-7.9722079
2813,Federal University of Alagoas,http://www.ufal.edu.br/,https://nyu.databrary.org/party/2813,1,TRUE,-9.5546303,-35.7760213
2827,Roosevelt University,https://www.roosevelt.edu/,https://nyu.databrary.org/party/2827,1,TRUE,41.8763057,-87.6251133
2836,Rikkyo University,http://english.rikkyo.ac.jp/,https://nyu.databrary.org/party/2836,2,TRUE,35.730506,139.704029
2845,University of the Republic,http://www.universidad.edu.uy/,https://nyu.databrary.org/party/2845,1,TRUE,-34.9010589,-56.1733382
2847,University of Trento,http://www.unitn.it/en,https://nyu.databrary.org/party/2847,2,TRUE,46.0667967,11.1231165
2860,Saarland University,http://www.uni-saarland.de/nc/en/home.html,https://nyu.databrary.org/party/2860,1,TRUE,49.2550284,7.040975
2861,Oxford Brookes University,https://www.brookes.ac.uk/,https://nyu.databrary.org/party/2861,2,TRUE,51.755011,-1.224225
2862,Technion – Israel Institute of Technology,https://www.technion.ac.il/en/,https://nyu.databrary.org/party/2862,2,TRUE,32.7767783,35.0231271
2873,"Carlos Albizu University, San Juan",http://www.albizu.edu/,https://nyu.databrary.org/party/2873,0,TRUE,18.4666383,-66.1138317
2875,SWPS University of Social Sciences and Humanities,http://english.swps.pl/,https://nyu.databrary.org/party/2875,2,TRUE,52.2484404,21.0650155
2877,University of Scranton,http://www.scranton.edu/,https://nyu.databrary.org/party/2877,2,TRUE,41.406663,-75.6586032
2881,Indraprastha Institute of Information Technology Delhi,https://www.iiitd.ac.in/,https://nyu.databrary.org/party/2881,2,TRUE,28.5456282,77.2731505
2888,University of Leeds,https://www.leeds.ac.uk/,https://nyu.databrary.org/party/2888,1,TRUE,53.8066815,-1.5550328
2905,Eastern Michigan University,http://www.emich.edu/,https://nyu.databrary.org/party/2905,1,TRUE,42.2506803,-83.624089
2916,Children’s Mercy Kansas City,https://www.childrensmercy.org/,https://nyu.databrary.org/party/2916,1,TRUE,39.0837665,-94.5774632
2928,University of Hull,http://www.hull.ac.uk/Home.aspx,https://nyu.databrary.org/party/2928,3,TRUE,53.7737034,-0.3680781
2939,Lock Haven University,https://www.lockhaven.edu/,https://nyu.databrary.org/party/2939,1,TRUE,41.1423205,-77.4621475
2952,Koc University,https://www.ku.edu.tr/en,https://nyu.databrary.org/party/2952,1,TRUE,41.1977964,29.0673835
2959,"University of California, San Francisco",https://www.ucsf.edu/,https://nyu.databrary.org/party/2959,1,TRUE,37.7627248,-122.4578922
2978,London School of Economics and Political Science,http://www.lse.ac.uk/,https://nyu.databrary.org/party/2978,1,TRUE,51.5144077,-0.1173766
2997,Simon Fraser University,https://www.sfu.ca/,https://nyu.databrary.org/party/2997,3,TRUE,49.2780937,-122.9198833
3000,Adam Mickiewicz University,http://international.amu.edu.pl/,https://nyu.databrary.org/party/3000,1,TRUE,52.4083974,16.9154021
3011,Southern New Hampshire University,https://www.snhu.edu/,https://nyu.databrary.org/party/3011,1,TRUE,43.0407729,-71.4531836
3057,Deakin University,http://www.deakin.edu.au/,https://nyu.databrary.org/party/3057,1,TRUE,-37.8205279,144.9502334
3071,Westmont College,http://westmont.edu/a/index.html,https://nyu.databrary.org/party/3071,1,TRUE,34.4488434,-119.6610313
3072,Copenhagen Business School,https://www.cbs.dk/en,https://nyu.databrary.org/party/3072,1,TRUE,55.681611,12.529679
3073,Texas Woman's University,https://twu.edu/,https://nyu.databrary.org/party/3073,2,TRUE,33.2262879,-97.1271034
3084,Max Planck Institute for Psycholinguistics,http://www.mpi.nl/,https://nyu.databrary.org/party/3084,2,TRUE,51.8179934,5.8570934
3130,"University of North Carolina, Wilmington",https://uncw.edu/,https://nyu.databrary.org/party/3130,2,TRUE,34.223874,-77.8696036
3190,Sam Houston State University,http://www.shsu.edu/,https://nyu.databrary.org/party/3190,1,TRUE,30.7131978,-95.5503566
3197,University of Notre Dame,https://www.nd.edu/,https://nyu.databrary.org/party/3197,1,TRUE,41.7055716,-86.2353388
3265,State University of New York at Fredonia,http://home.fredonia.edu/,https://nyu.databrary.org/party/3265,1,TRUE,42.4538665,-79.3403633
3282,Thompson Rivers University,http://www.tru.ca/,https://nyu.databrary.org/party/3282,1,TRUE,50.672496,-120.370616
3283,Aalto University,http://www.aalto.fi/en/,https://nyu.databrary.org/party/3283,1,TRUE,60.1866693,24.827682
3292,University of Salford,http://www.salford.ac.uk/,https://nyu.databrary.org/party/3292,1,TRUE,53.484586,-2.270755
3325,University Saint Anne,https://www.usainteanne.ca/en/,https://nyu.databrary.org/party/3325,1,TRUE,44.3326798,-66.1168753
3335,West Virginia University,https://www.wvu.edu/,https://nyu.databrary.org/party/3335,1,TRUE,39.6361396,-79.9559358
3336,Curtin University,http://www.curtin.edu.au/,https://nyu.databrary.org/party/3336,1,TRUE,-32.0061951,115.8944182
3337,Banja Luka University,http://www.unibl.org/en/,https://nyu.databrary.org/party/3337,1,TRUE,44.7745476,17.2111926
3368,DePaul University,https://www.depaul.edu,https://nyu.databrary.org/party/3368,1,TRUE,41.9256494,-87.654968
3389,New College of Florida,https://www.ncf.edu/,https://nyu.databrary.org/party/3389,1,TRUE,27.384828,-82.558703
3421,Adelphi University,http://www.adelphi.edu/,https://nyu.databrary.org/party/3421,1,TRUE,40.719728,-73.6517116
3436,General Hospital of Mexico,http://www.hgm.salud.gob.mx/,https://nyu.databrary.org/party/3436,1,TRUE,39.1725348,-91.8773415
3444,"University of Wisconsin, Milwaukee",http://uwm.edu/,https://nyu.databrary.org/party/3444,1,TRUE,43.078263,-87.8819686
3445,Academic Medical Center,https://www.amc.nl/web/Zorg.htm,https://nyu.databrary.org/party/3445,1,TRUE,52.294629,4.957973
3455,University of East London,https://www.uel.ac.uk/,https://nyu.databrary.org/party/3455,3,TRUE,51.5076024,0.0650809
3460,University of Campinas,http://www.unicamp.br/unicamp/,https://nyu.databrary.org/party/3460,1,TRUE,-22.8184393,-47.0647206
3462,Sacred Heart University,http://www.sacredheart.edu/,https://nyu.databrary.org/party/3462,1,TRUE,41.2203902,-73.2433003
3479,Amherst College,https://www.amherst.edu/,https://nyu.databrary.org/party/3479,1,TRUE,42.3709104,-72.5170028
3482,National Taipei University of Technology,http://www-en.ntut.edu.tw/bin/home.php,https://nyu.databrary.org/party/3482,1,TRUE,25.0422329,121.5354974
3487,University of Warsaw,http://en.uw.edu.pl/,https://nyu.databrary.org/party/3487,1,TRUE,52.2403463,21.0186012
3496,Colorado State University,https://www.colostate.edu/,https://nyu.databrary.org/party/3496,2,TRUE,40.573436,-105.0865473
3497,University of Toledo,http://www.utoledo.edu/,https://nyu.databrary.org/party/3497,1,TRUE,41.6580307,-83.6140701
3507,Santa Clara University,https://www.scu.edu/,https://nyu.databrary.org/party/3507,2,TRUE,37.3496418,-121.9389875
3528,University of Muenster,http://www.uni-muenster.de/en/,https://nyu.databrary.org/party/3528,1,TRUE,51.963581,7.6132548
3568,"Hunter College, CUNY",http://www.hunter.cuny.edu/main/,https://nyu.databrary.org/party/3568,3,TRUE,40.7678398,-73.9645291
3569,Kyushu University,https://www.kyushu-u.ac.jp/en/,https://nyu.databrary.org/party/3569,1,TRUE,33.6266584,130.4250445
3573,Kumamoto University,http://ewww.kumamoto-u.ac.jp/en/,https://nyu.databrary.org/party/3573,1,TRUE,32.8140382,130.7278725
3577,Worcester Polytechnic Institute,https://www.wpi.edu/,https://nyu.databrary.org/party/3577,1,TRUE,42.2746373,-71.806339
3578,University of East Anglia,https://www.uea.ac.uk/,https://nyu.databrary.org/party/3578,4,TRUE,52.6219215,1.2391761
3587,University of Nantes,http://www.univ-nantes.fr/english-version/welcome-to-universite-de-nantes-714591.kjsp,https://nyu.databrary.org/party/3587,1,TRUE,47.2095499,-1.5559718
3588,Osaka University,http://www.osaka-u.ac.jp/en,https://nyu.databrary.org/party/3588,1,TRUE,34.8220139,135.5244676
3594,University Putra Malaysia,http://www.upm.edu.my/,https://nyu.databrary.org/party/3594,1,TRUE,2.99932,101.707939
3608,Istanbul Technical University,http://www.itu.edu.tr/en,https://nyu.databrary.org/party/3608,2,TRUE,41.1055941,29.0253401
3615,National University of La Plata,https://unlp.edu.ar/,https://nyu.databrary.org/party/3615,1,TRUE,-34.9128319,-57.9511629
3619,Clark University,http://www.clarku.edu/,https://nyu.databrary.org/party/3619,2,TRUE,42.2523452,-71.8246703
3634,Trinity College Dublin,https://www.tcd.ie/,https://nyu.databrary.org/party/3634,1,TRUE,53.3437935,-6.2545716
3641,"Baruch College, CUNY",http://www.baruch.cuny.edu/,https://nyu.databrary.org/party/3641,2,TRUE,40.7403892,-73.9832286
3649,"Graduate Center, CUNY",https://www.gc.cuny.edu/Home,https://nyu.databrary.org/party/3649,2,TRUE,40.7486484,-73.984007
3665,Bethel College,https://www.bethelks.edu/,https://nyu.databrary.org/party/3665,1,TRUE,38.0736885,-97.3433008
3675,University of St Andrews,https://www.st-andrews.ac.uk/,https://nyu.databrary.org/party/3675,2,TRUE,56.3416934,-2.7927522
3692,Randolph-Macon College,http://www.rmc.edu/,https://nyu.databrary.org/party/3692,1,TRUE,37.7603794,-77.4783518
3702,Wilfrid Laurier University,https://www.wlu.ca/,https://nyu.databrary.org/party/3702,1,TRUE,43.4723532,-80.5263399
3708,San Diego State University,https://www.sdsu.edu/,https://nyu.databrary.org/party/3708,1,TRUE,32.7757217,-117.0718893
3710,York University,http://www.yorku.ca,https://nyu.databrary.org/party/3710,2,TRUE,43.7734535,-79.5018684
3722,King's University College at the University of Western Ontario,https://www.kings.uwo.ca/,https://nyu.databrary.org/party/3722,1,TRUE,43.0124722,-81.2571159
3729,University of San Francisco,https://www.usfca.edu/,https://nyu.databrary.org/party/3729,1,TRUE,37.7765643,-122.4507187
3730,Mercy College,https://www.mercy.edu/,https://nyu.databrary.org/party/3730,1,TRUE,41.0221144,-73.8745391
3740,Nationwide Children's Hospital,http://www.nationwidechildrens.org/,https://nyu.databrary.org/party/3740,1,TRUE,39.9531241,-82.9795743
3771,Hartwick College,https://www.hartwick.edu/,https://nyu.databrary.org/party/3771,1,TRUE,42.4586674,-75.0718461
3793,Macalester College,https://www.macalester.edu/,https://nyu.databrary.org/party/3793,1,TRUE,44.9379012,-93.1691353
3797,Victoria University of Wellington,https://www.victoria.ac.nz/,https://nyu.databrary.org/party/3797,2,TRUE,-36.848322,174.7677
3805,University of Regina,https://www.uregina.ca/,https://nyu.databrary.org/party/3805,1,TRUE,50.4170134,-104.58849
3821,University of Magdeburg,https://www.ovgu.de/en/University.html,https://nyu.databrary.org/party/3821,1,TRUE,52.1397303,11.6473719
3840,National University of Singapore,http://www.nus.edu.sg/,https://nyu.databrary.org/party/3840,3,TRUE,1.2966426,103.7763939
3843,William Paterson University,https://www.wpunj.edu/,https://nyu.databrary.org/party/3843,2,TRUE,40.9473619,-74.1967319
3857,Pontifical Catholic University of Rio Grande do Sul,http://www.pucrs.br/en/,https://nyu.databrary.org/party/3857,1,TRUE,-30.058925,-51.1730197
3865,University of Turku,http://www.utu.fi/en/Pages/home.aspx,https://nyu.databrary.org/party/3865,1,TRUE,60.4562974,22.2851138
3892,University of Konstanz,https://www.uni-konstanz.de/en/,https://nyu.databrary.org/party/3892,1,TRUE,47.689426,9.1868777
3893,Metropolitan State University of Denver,https://www.msudenver.edu/,https://nyu.databrary.org/party/3893,1,TRUE,39.7431729,-105.0062626
3933,New School University,https://www.newschool.edu/,https://nyu.databrary.org/party/3933,1,TRUE,40.7353426,-73.9938319
3944,University of York,https://www.york.ac.uk/,https://nyu.databrary.org/party/3944,1,TRUE,53.9455334,-1.0561667
3948,University of Guadalajara,http://www.udg.mx/en/welcome-university-guadalajara,https://nyu.databrary.org/party/3948,1,TRUE,20.675220499999998,-103.3590317
3949,Chinese University of Hong Kong,http://www.cuhk.edu.hk/english/index.html,https://nyu.databrary.org/party/3949,2,TRUE,22.419625,114.2067606
3950,Federal University of Minas Gerais,https://ufmg.br/international-visitors,https://nyu.databrary.org/party/3950,1,TRUE,-19.870682,-43.9677359
3960,University of Potsdam,http://www.uni-potsdam.de/en/university-of-potsdam.html,https://nyu.databrary.org/party/3960,1,TRUE,52.4010314,13.0119098
4008,Bogazici University,http://www.boun.edu.tr/en_US,https://nyu.databrary.org/party/4008,4,TRUE,41.0847571,29.0510399
4017,University of Memphis,http://www.memphis.edu/,https://nyu.databrary.org/party/4017,1,TRUE,35.118741,-89.937141
4028,College of Idaho,https://www.collegeofidaho.edu/,https://nyu.databrary.org/party/4028,1,TRUE,43.6536737,-116.6767711
4029,University of Auckland,https://www.auckland.ac.nz/en.html,https://nyu.databrary.org/party/4029,2,TRUE,-36.8523378,174.7691073
4074,University of L'Aquila,http://www.univaq.it/en/index.php,https://nyu.databrary.org/party/4074,1,TRUE,42.3514296,13.397299
4271,Kansas State University,http://www.k-state.edu/,https://nyu.databrary.org/party/4271,1,TRUE,39.1974437,-96.5847249
4305,Nanyang Technological University,http://www.ntu.edu.sg/,https://nyu.databrary.org/party/4305,7,TRUE,1.3483099,103.6831347
4315,University of Belgrade,http://www.bg.ac.rs/en/,https://nyu.databrary.org/party/4315,1,TRUE,44.8184518,20.4575913
4316,The University of Hong Kong,https://www.hku.hk/,https://nyu.databrary.org/party/4316,1,TRUE,22.2829989,114.1370848
4391,University of North Florida,http://www.unf.edu/,https://nyu.databrary.org/party/4391,1,TRUE,30.2661204,-81.5072314
4443,Medical University of South Carolina,https://www.musc.edu/,https://nyu.databrary.org/party/4443,1,TRUE,32.7847341,-79.9508927
4461,National Acoustic Laboratories,https://www.nal.gov.au/,https://nyu.databrary.org/party/4461,1,TRUE,40.1364625,-105.1261458
4462,Ruhr University Bochum,https://www.ruhr-uni-bochum.de/,https://nyu.databrary.org/party/4462,2,TRUE,51.4456659,7.2616093
4498,Gordon College,https://www.gordon.edu/,https://nyu.databrary.org/party/4498,1,TRUE,33.0469347,-84.1550987
4502,University of Hamburg,https://www.uni-hamburg.de/en.html,https://nyu.databrary.org/party/4502,2,TRUE,53.5665641,9.9846195
4504,Bundeswehr University Munich,https://www.unibw.de/home,https://nyu.databrary.org/party/4504,1,TRUE,48.0802964,11.6382008
4524,University of Neuchatel,https://www.unine.ch/,https://nyu.databrary.org/party/4524,1,TRUE,46.9938549,6.9387031
